type,t_us,idx,ax,ay,az,gx,gy,gz,roll,pitch,yaw,temp,state,shank_deg,shank_rate_dps,acc_g,knee_rad,knee_vel,tau_g,tau_imp,tau_cmd,tau_fb,k,b,theta_eq,landing,flex_peak,shank_cross
IMU,6652205.0,2,0.1567,0.1436,0.9761,0.06,0.0,0.0,8.59,-8.83,32.03,27.8,,,,,,,,,,,,,,,,
IMU,6760424.0,1,0.2461,0.1138,0.9707,0.0,-0.06,0.0,6.81,-14.21,32.15,26.8,,,,,,,,,,,,,,,,
IMU,6752146.0,2,0.1538,0.145,0.9839,0.12,0.12,0.0,8.58,-8.82,32.03,27.7,,,,,,,,,,,,,,,,
IMU,6760424.0,1,0.2461,0.1138,0.9707,0.0,-0.06,0.0,6.81,-14.21,32.15,26.8,,,,,,,,,,,,,,,,
IMU,6752146.0,2,0.1538,0.145,0.9839,0.12,0.12,0.0,8.58,-8.82,32.03,27.7,,,,,,,,,,,,,,,,
IMU,6760424.0,1,0.2461,0.1138,0.9707,0.0,-0.06,0.0,6.81,-14.21,32.15,26.8,,,,,,,,,,,,,,,,
IMU,6852091.0,2,0.1528,0.1455,0.9766,0.12,0.18,0.0,8.59,-8.82,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6860642.0,1,0.2441,0.1133,0.9668,-0.06,-0.12,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6852091.0,2,0.1528,0.1455,0.9766,0.12,0.18,0.0,8.59,-8.82,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6860642.0,1,0.2441,0.1133,0.9668,-0.06,-0.12,0.0,6.81,-14.21,32.15,26.7,,,,,,,,,,,,,,,,
IMU,6852091.0,2,0.1528,0.1455,0.9766,0.12,0.18,0.0,8.59,-8.82,32.03,27.6,,,,,,,,,,,,,,,,
IMU,6960796.0,1,0.249,0.1143,0.9604,-0.06,0.0,0.0,6.82,-14.22,32.15,26.6,,,,,,,,,,,,,,,,
IMU,6952006.0,2,0.1572,0.1411,0.9702,0.24,-0.12,0.0,8.6,-8.84,32.03,27.5,,,,,,,,,,,,,,,,
IMU,6960796.0,1,0.249,0.1143,0.9604,-0.06,0.0,0.0,6.82,-14.22,32.15,26.6,,,,,,,,,,,,,,,,
IMU,6952006.0,2,0.1572,0.1411,0.9702,0.24,-0.12,0.0,8.6,-8.84,32.03,27.5,,,,,,,,,,,,,,,,
IMU,6960796.0,1,0.249,0.1143,0.9604,-0.06,0.0,0.0,6.82,-14.22,32.15,26.6,,,,,,,,,,,,,,,,
IMU,7051918.0,2,0.1543,0.147,0.9858,0.43,-0.24,0.0,8.61,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7060979.0,1,0.252,0.1157,0.9751,0.49,0.55,0.0,6.83,-14.23,32.15,26.8,,,,,,,,,,,,,,,,
IMU,7051918.0,2,0.1543,0.147,0.9858,0.43,-0.24,0.0,8.61,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7060979.0,1,0.252,0.1157,0.9751,0.49,0.55,0.0,6.83,-14.23,32.15,26.8,,,,,,,,,,,,,,,,
IMU,7051918.0,2,0.1543,0.147,0.9858,0.43,-0.24,0.0,8.61,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7161162.0,1,0.2466,0.1113,0.9692,0.0,0.24,0.0,6.83,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,7151866.0,2,0.1572,0.1479,0.9805,0.06,-0.18,0.0,8.61,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,7161162.0,1,0.2466,0.1113,0.9692,0.0,0.24,0.0,6.83,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,7151866.0,2,0.1572,0.1479,0.9805,0.06,-0.18,0.0,8.61,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,7161162.0,1,0.2466,0.1113,0.9692,0.0,0.24,0.0,6.83,-14.22,32.15,26.9,,,,,,,,,,,,,,,,
IMU,7251774.0,2,0.1597,0.1465,0.978,0.49,0.0,0.0,8.62,-8.83,32.03,27.7,,,,,,,,,,,,,,,,
