type,t_us,idx,ax,ay,az,gx,gy,gz,roll,pitch,yaw,temp,state,shank_deg,shank_rate_dps,acc_g,knee_rad,knee_vel,tau_g,tau_imp,tau_cmd,tau_fb,k,b,theta_eq,landing,flex_peak,shank_cross
IMU,11378643.0,2,0.4077,0.4834,0.7759,0.12,0.06,0.0,31.94,-24.01,10.38,27.6,,,,,,,,,,,,,,,,
EXO,11421882,,,,,,,,,,,,SAFE,-24.005,0.061,1.001,1.092,0.032,-0.0,0.0,0.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11425867.0,1,0.6548,-0.0259,0.7563,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,11478415.0,2,0.4106,0.481,0.7705,0.0,0.06,0.0,31.94,-24.01,10.38,27.8,,,,,,,,,,,,,,,,
EXO,11521805,,,,,,,,,,,,SAFE,-24.005,0.061,0.997,1.092,-0.014,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11526040.0,1,0.6523,-0.0269,0.7632,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,11578324.0,2,0.4087,0.4849,0.7739,0.0,0.06,0.0,31.94,-24.01,10.38,27.7,,,,,,,,,,,,,,,,
EXO,11621793,,,,,,,,,,,,SAFE,-24.005,0.061,1.001,1.092,-0.159,-0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11626225.0,1,0.6538,-0.0269,0.7593,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,11678157.0,2,0.4111,0.4844,0.7759,0.0,0.0,0.0,31.94,-24.01,10.38,27.6,,,,,,,,,,,,,,,,
EXO,11721808,,,,,,,,,,,,SAFE,-24.005,0.0,1.003,1.093,-0.018,-0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11726427.0,1,0.6543,-0.0259,0.7568,0.0,0.0,0.0,-1.97,-40.67,52.59,26.1,,,,,,,,,,,,,,,,
IMU,11778075.0,2,0.4058,0.4819,0.7734,0.0,0.0,0.0,31.94,-24.01,10.38,27.7,,,,,,,,,,,,,,,,
EXO,11821796,,,,,,,,,,,,SAFE,-24.005,0.0,0.998,1.093,-0.164,-0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11826601.0,1,0.6562,-0.0239,0.7588,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,11878121.0,2,0.4082,0.4814,0.7754,-0.06,0.12,0.0,31.93,-24.01,10.38,27.7,,,,,,,,,,,,,,,,
EXO,11922082,,,,,,,,,,,,SAFE,-24.005,0.122,1.0,1.092,-0.025,-0.0,0.0,0.0,-0.013,0.0,0.0,0.0,0.0,0.0,0.0
IMU,11926780.0,1,0.6533,-0.0264,0.7588,0.0,0.0,0.0,-1.97,-40.67,52.59,26.0,,,,,,,,,,,,,,,,
IMU,11977954.0,2,0.4033,0.4814,0.7744,0.0,0.06,0.0,31.93,-24.01,10.39,27.6,,,,,,,,,,,,,,,,
EXO,12021801,,,,,,,,,,,,SAFE,-24.005,0.061,0.997,1.092,-0.07,-0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0,0.0,0.0
